name,phone,street,city,country,website,description
les vieilles mécaniques des côtes d'armor 22,0296273087,, 22650 Ploubalay, France,http://www.leptitgaragedepapa.com, 0608904713
Lilicar Nice,08 05 82 20 20,151 Boulevard de la Madeleine, 06000 Nice, France,http://www.lilicar.fr,"Nous établissons un mandat de vente permettant ainsi aux particuliers désirant se séparer de leurs voitures d'occasion de déléguer la vente en toute sécurité, sans se poser de question et au prix qu'ils souhaitent !Nos agences permettent ainsi aux propriétaires de voitures d'occasion de faire des économies par rapport à une reprise en concession de… > lire la suite l'ordre de 18% sur leur prix de vente.Nos conseillers commerciaux s'occupent de la publication de vos annonces, de la négociation, de répondre aux différentes questions techniques sur votre véhicule et d'effectuer toutes les démarches administratives nécessaires à la vente de votre voiture d'occasion.Notre mandat regroupe ainsi tous les avantages d'une vente à un professionnel de l'automobile sans les contraintes.Vous gardez possession de votre véhicule pendant toute la durée de la vente."
LINEA Motors,01 64 19 63 08,300 avenue de l\'Europe, 77310 SAINT FARGEAU PONTHIERRY, France,http://www.linea-vente.com,"Spécialiste PorscheAchat/vente, Entretien, Réparations, esthétique, Personnalisation.Notre atelier Porsche est entièrement équipé de matériel d'entretien propre aux différents modèles de la marque Porsche y compris le dernier logiciel informatique de diagnostic Porsche Tester Piwis III"
LMP Automobile Passion,06 77 34 17 07,7 Route d\'auvers , 91510 Janville sur juine, France,http://www.lmp-automobile-passion.com/accueil,"LMP Automobile Passion réalise de l'achats, ventes de voitures de collection. Nous disposons d'un large choix (multi-marque) et de véhicules d'années différentes. Nous réalisons également de la location de nos voitures pour des évènements comme : mariage, shooting photo..."
Loft Retail Cars,02 32 34 14 79,Route de Paris, 27120 Pacy-Sur-Eure, France,http://www.loftretailcars.com,"LOFT Retail CARS est spécialisé dans la recherche et la vente de voitures de collection et haut de gamme, faiblement kilomètrés et recherchés, principalement de marques allemandes et françaises, et disponibles immédiatement.L’ensemble des voitures d’occasion, mises à la vente, fait l’objet d’une expertise spécifique LOFT Retail CARS. Origine, parcours, entretien, aspect extérieur, aspect intérieur, sont… > lire la suite autant de critères pris en compte pour ne vous proposer que des voitures d’occasion haut de gamme de qualité. La longue expérience de David Lartigue à des postes de Directeur Commercial et de Directeur de Site au sein de MERCEDES-BENZ est un gage d’assurance rare dans le milieu de la voiture d’occasion, récente ou neuve.Les voitures d’occasion récentes et haut de gamme proposées sont exemptes de tout défaut non signalé et sont préparées pour des livraisons sans délai. Les modèles “sport“ peuvent faire l’objet d’un essai privé en compagnie de Jean-Luc Blanchemain, spécialiste de la piste.En partenariat avec VIAXEL, LOFT Retail CARS vous propose un service sur-mesure de financement de véhicule d’occasion, parfaitement adapté aux chefs d’entreprise et aux particuliers. L’expérience concrète de Jean-Luc Blanchemain est mise à la disposition des clients LOFT Retail CARS afin d’optimiser l’achat de véhicules de société."
Loka Star Vintage,06.07.14.20.44,20 rue de l\'île Les Terres Basses, 42110 Civens, France,http://www.lokastarvintage.com/vehicules-vintages,"Passionne de mercedes anciennes je propose a la vente et a la location des vehicules de collection sous la marque LOKASTAR VINTAGE . Mon modele fetiche est la 560 SL r107 de mercedes , vehicule que je connais bien dont je propose de beaux exemplaires."
Losson Automobiles,+33 (0)6 10 27 04 11,3 rue de la Feculerie, 71700 Tournus, France,http://www.losson.com/,"Philippe LOSSON, Achat, vente et restauration de voitures de collection, Spécialiste Citroën DS à Tournus, au cœur de la Bourgogne, venez découvrir notre garage vintage dans un bâtiment industriel 1900.Philippe LOSSON vous y présentera une sélection de voitures classiques et de collection. Chaque voiture, en particulier les DS et ID, y sont sélectionnées et préparées… > lire la suite selon des critères de qualité propres à satisfaire les collectionneurs les plus exigeants. "
Luxe Car Conseil,06 31 25 60 32,, 63320 Saint-Vincent, France,http://luxecarconseil.com,"Geoffrey est le fondateur et gérant de LUXE CAR CONSEIL. Formé au commerce et passionné d’automobile depuis son plus jeune âge, il décide de fournir à ses clients un service et des prestations à la hauteur de ses propres attentes. L’écoute, la parole, la confiance et surtout la qualité des véhicules et des prestations.« Je… > lire la suite suis parti de rien, mais avec un objectif. Offrir à mes clients le meilleur.LUXE CAR CONSEIL ce n’est pas seulement des voitures d’exceptions. C’est avant tout la voiture dont vous rêvez et le service 5 étoiles que vous attendez »LUXE CAR CONSEIL est spécialisé dans la vente de PORSCHE et de FERRARI en AUVERGNE. Nous proposons également nos services sur des véhicules neufs et occasions multimarques.Vendre, acheter, financer ou importer un véhicule, voilà les services que LCC vous propose. Tous nos véhicules sont garantis et révisés.Nous sommes basés dans le Puy de Dôme à 20 minutes de Clermont-Ferrand et 10 minutes d’Issoire.Récupération à la gare ou à l'aéroport, nous gérons la logistique lors de votre arrivée de A à Z."
Lyon Autos Expo,04 74 67 56 27,560, Avenue de Lossburg, 69780 Anse,http://www.lyon-autos-expo.fr,"La vente Automobile, c’est un métier. C’est surtout NOTRE métier. Votre temps est précieux, la législation et les droits des acheteurs ayant évolués (normes européennes, fiscalité, vices cachés…), vous souhaitez vous séparer de votre véhicule ? Rien de plus simple, et sans exigence de rachat chez nous. Présentez-nous votre véhicule, ensemble nous l’expertiserons, nous définirons sa valeur à date sur le marché, et si nécessaire, nous procéderons à sa mise en conformité aux standards LYON… > lire la suite AUTOS EXPO pour la proposer PREPAREE, REVISEE ET GARANTIE à notre large fichier clients, mais également au marché global (sites d’annonces professionnelles, réseaux sociauxs, site internet …). Le véhicule sera dès lors pris en charge par nos services et exposé dans notre showroom, jusqu’à sa vente à client final. Chez nous, pas de promesse miraculeuse à la lecture d’un simple déclaratif et d’une copie de carte grise, pas de vente sous 3 jours à 20% au-dessus du marché. "
Madness US,02 40 88 79 39,ZA du Poull\'Go - 9-11 rue du Poulgot, 44740 BATZ SUR MER, France,http://www.madness-us-cars.com,"Madness US est une Entreprise spécialisée dans la Voiture Américaine, de 1950 à nos jours. Depuis 2005, année de son ouverture, Madness US permet à ses clients de rouler dans des Véhicules Américains exceptionnels sans en ressentir les contraintes, car en effet, nous pouvons intervenir à tous les niveaux.Nous sommes en effet les spécialistes incontestés… > lire la suite de l'importation et de l'homologation de votre Voiture Américaine, nous vous proposons des garanties sur nos Voitures Américaines neuves et d'occasion, nous en assurons l'entretien et pouvons vous fournir les pièces détachées pour les véhicules vendus par nos soins."
Matching Cars,+33(0)9 52 99 03 13,47 Avenue de Copenhague, 83870 Signes, France,http://www.matchingcars.fr,"Structure indépendante et responsable, spécialiste du gardiennage vous propose tout un panel de services automobiles.Parlez-nous de votre projet nous pouvons répondre à toute les demandes!MATCHING CARS est riche d'un réseau de partenaires passionnés d'automobiles aux… > lire la suite compétences complémentaires et travaillant de concert avec pour objectif premier :Vous donner entière satisfaction!MATCHING CARS vous propose un service de gardiennage avec prestations ""à la carte"" allant de la location d'emplacement de stationnement électrifié, aux services de mise à la route, d'entretien léger, travaux de carrosserie ou d'esthétiques intérieur et/ou extérieur etc ... jusqu'à la vente du véhicule, au sein d'un espace sécurisé au coeur d'un pôle dédié aux sports mécaniques.Stockage de votre véhicule dans un lieu optimalNotre équipe se tient à votre entière disposition 7 jours sur 7 sur RENDEZ-VOUS pour vous accompagner par ses conseils et ses services à chaque étape de votre projetQuelques bonnes raisons de confier votre projet automobile à MATCHING CARS ?- Une équipe disponible, réactive & à l’écoute- Des véhicules sur parc en disponibilité immédiate- Une structure à taille humaine qui vous confère un accueil personnaliséMatching Cars dispose des agréments nécessaires à l'immatriculation en ligne de votre véhicule, terminées les files d'attentes interminables en préfecture nous nous chargeons de tout!Matching Cars est également affilié à la F.N.AA, organisation professionnelle qui, en accord avec le Ministère de l'Intérieur, représente les professionnels de l'automobiles"
Matching Motors,02 41 44 46 90,9 RUE DE LA CHARRONNERIE, 49480 SAINT SYLVAIN D\'ANJOU, France,http://www.matching-motors.com,"Toutes nos autos ont été sélectionnées avec beaucoup de rigueur dans le seul but de vous offrir un état, un historique et une traçabilité parfaite.Ces exigences feront de votre acquisition une référence dans la marque… > lire la suite choisie.Lorsque le véhicule quittera nos ateliers, un contrôle technique aura été réalisé afin de vous garantir le parfait fonctionnement de votre nouvelle auto.Nous proposons en outre de vous fournir, si elle ne la possède pas déjà, une expertise de votre auto faite par un professionnel."
MCG Propulsion,03 84 90 10 70,ZA l'ALLAN, 25600 VIEUX CHARMONT, France,http://www.mcg-propulsion.com,"MCG Propulsion, spécialiste Porsche indépendant depuis 2003,  
entretien, restauration, carrosserie/peinture, préparation VHC, Club, Circuit, achat vente VO
du lundi au vendredi de 9h00 à 12h00  13h00 à… > lire la suite 17h30
samedi  sur RDV
voir notre site www.mcg-propulsion.com 
"
Mecanic Gallery,04 74 02 57 45,1007, RUE AMPÈRE, 69400 VILLEFRANCHE-SUR-SAÔNE,http://www.mecanicgallery.com,"Véhicules historiques, sport ou compétition, motos, automobilia, oeuvres d’art : les plus belles pièces s’exposent désormais chez Mecanic Gallery.Ici, nous cultivons votre goût pour les mécaniques d’exception en vous présentant une sélection inspirée et exclusive, basée sur notre expérience et vos… > lire la suite appétences.Nous célébrons votre passion en partageant aussi la nôtre. Nous vous accompagnons dans votre quête, achat ou vente, de A à Z, avec convivialité, écoute et disponibilité.Nous écrivons avec vous les lignes d’une nouvelle histoire, avec transparence, conseils et services associés."
Mecanicus,06 46 88 35 86,45-47 rue des Vinaigriers, 75010 Paris, France,http://mecanicus.com/fr,"TRANSPARENCE : nos prix, méthodes de calculs, commissions, points positifs et négatifs de nos autos : tout est dit et affiché. Nous voulons assainir un marché parfois trop opaque<br />CONFIANCE : nous souhaitons re-créer un vrai lien de confiance entre le vendeur et l’acheteur par la transparence, la technologie, la lisibilité.<br />CHARTE QUALITÉ : nous nous associons aux meilleurs techniciens pour garantir la qualité des autos que nous vendons.<br />ECO-RESPONSABLE : nous sommes le premier… > lire la suite acteur à reverser une partie de ses benefices à une association de défense des forêts. On peut aimer les anciennes et préserver la planète !<br />TECHNOLOGIE : nous avons créé l’outil technologique le plus avancé jamais concu pour déterminer les prix de marché les plus justes de façon instantanée.<br />COLLABORATION : tout notre outil est collaboratif. Il n’y a qu’en faisant participer les passionnés que nous pourrons changer les choses."
Mertins Automobiles,+33 4 73 80 64 97,57 avenue Léo Lagrange, 63300 Thiers, France,http://www.mertins-automobiles.fr,Vente de véhicules de collection
MJ Technic Selection,06 78 92 72 49,, 25440 Charnay, France,http://www.mj-technic.com/,Spécialiste de la marque Porsche
Morel Autos,06 37 58 15 51,, 50800 FLEURY, France,http://morel-autos.com,"Achat, vente et dépôt-vente de véhicules.<br />Atelier carrosserie et mécanique, électricité auto."
Motorly,03 20 25 25 15,25 Rue du Houblon, 59700 Marcq en Baroeuil, France,http://www.motorly.fr,"À l’origine de ce nouveau concept automobile, il y a une passion, un désir :la passion des belles voitures, rares ou actuelles et le désir de le partager avec la gente féminine.Alors, j’ai imaginé un… > lire la suite garage atypique, convivial, qui offre un nouveau regard sur l’automobile, où l’en prend soin des femmes comme de leur voiture.Chez MOTORLY, nous trouvons le véhicule qui vous ressemble, adapté à votre style de vie et à vos préférences.Une familiale compacte ? un joli cabriolet ? un modèle vintage ? vous n’avez qu’à demander. Et si la voiture de vos rêves n’est pas en stock, nous irons la dénicher pour vous.Côté entretien, d’un simple contrôle des freins à une importante réparation, nous nous occupons de tout, en toute simplicité !Restez chez vous ou rendez-vous sur votre lieu de travail ? nous viendrons chercher votre voiture. On s’occupe vraiment de tout et ça, c’est nouveau.Et pendant que notre équipe bichonne votre véhicule, nous avons pensé que vous aimeriez prendre du temps rien qu’à vous : de quoi travailler, vous pomponner, vous détendre…Et comme j’aime à le dire : MOTORLY est ouvert aux hommes, mais réservé aux femmes !"
Motors Corner,07 71 67 26 87,39 BIS BOULEVARD DE STALINGRAD, 06300 NICE, France,http://www.motors-corner.com,"Contrôle technique effectué pour toute notre sélection dans un même centre affilié FFVE.Un soin esthétique adapté aux véhicules de collection et prestige est appliqué à chacun de nos modèles.Service de recherche personnalisé, conseil et… > lire la suite expertise.Tous les services d'après-vente sur place.Conciergerie et club.Nous confier la gestion ou la vente de votre véhicule :En tant qu'experts et passionnés de l'automobile de collection, nous connaissons le marché et ses acteursService de préparation à la vente et de valorisation du bienAvis de valeure face au marché gratuite dans nos locauxEtablissement d'une stratégie de vente personnalisé à votre véhicule.La puissance de notre réseau, développé depuis 4 ans de l'échelon national à international, nous permet de diffuser nos autos en dehors du circuit de vente classiqueNotre Showroom, véritable écrin pour automobiles et motos de collection sublimera votre bien pour une présentation aux nombreux clients de passageReprise possible"
My Car,+33 2 32 62 35 16,10, rue de la Gare, 27250 Bois Arnault,http://www.motors-corner.com,"Import/export, homologation, achat/vente"
My Mini Revolution,01 30 46 43 35,Impasse Léon Dumonthier, 78550 Houdan, France,http://www.myminirevolution.com,"Passionné de sport mécanique depuis sa plus tendre enfance, Adrien a grandit entre caisses à outils et moteurs, sa voie est toute tracée, il sera mécanicien ! Il achète sa première Mini Classic à l'âge de 17 ans et se lance dans une folle restauration dans le petit garage de ses parents, c'est ainsi que la passion est née. Résolu à en faire son métier, il créé My Mini Revolution et y consacre toute son… > lire la suite energie.Il commence avec seulement quelques autos et se forge de solides connaissances.L'entreprise est devenue l'un des acteurs les plus influents du monde de la Mini, une réputation acquise pas à pas, grâce à l'exigence et la rigueur de son équipe.My Mini Revolution a su combler un manque du monde de la Mini en créant un atelier haut de gamme, apportant enfin à cette fabuleuse auto, la dimension luxueuse qu'elle mérite.Notre métier est un art, un style de vie,une passion, venez nous découvrir.RÉPARATION, RESTAURATION ET ENTRETIEN DE VOTRE MINI DANS NOTRE ATELIERDepuis 2010 notre atelier dédié à la restauration de nos chères anglaises, s'étend sur plus de 600m² doté du meilleur équipement pour vos autos.Notre garage rassemble tous les corps de métier :- La carrosserie, la peinture, l'optimisation moteur, la vente et l'achat de modèles d'exception...Chez MMR tout est possible de la simple vidange à la restauration intégrale ou à la personnalisation de votre Mini.Notre équipe de passionnés met tout leur savoir faire à votre service, afin de vous procurer un plaisir incomparable.Nous vous proposons également un éventail de solutions pour améliorer l'agrément et le confort de votre Mini. Ainsi, il est possible de l'équiper d'un toit ouvrant, d'une direction assistée, de vitres électriques ou d'une fermeture centralisée et tant d'autres choses.Rien n’est impossible pour cette phénoménale anglaise. Contactez-nous et nous répondrons à toutes vos questions.Tous les ouvrages sont assurés par nos soins, depuis le sablage jusqu'au remontage final. Aussi bien sur le plan mécanique qu'esthétique.My Mini Revolution met un point d'honneur à réaliser des travaux de qualité, mettant tout son savoir-faire et sa passion au service de la Mini."
My Vintage Car,06 13 61 80 10,9 rue Roederer, 27120 Ménilles, France,http://www.my-vintage-car.com,"Nous sommes au départ deux passionnés de la première heure, qui ont décidé de mettre leur connaissance, leur savoir-faire, et leur réseau au service des passionnés de véhicules anciens... Amis depuis 40 ans, et ayant travaillé ensemble pendant une vingtaine d'années, il tombait sous le sens de concrétiser notre désir de vivre de notre passion commune et d'en faire profiter les passionnés que vous êtes. Notre leitmotiv : Trouver de belles mécaniques à des prix… > lire la suite extra-concurrentiels. Etant nous-mêmes collectionneurs, et ayant ""essuyé les plâtres"" de l'achat (en France ou à l'étranger), de la restauration et de l'entretien de nos belles, nous avons acquis par l'expérience et le temps, des connaissances qui nous permettent aujourd'hui d'être des professionnels avertis, et de vous éviter par la même les écueils que la plupart des collectionneurs en herbe ont connu un jour. Ainsi, il est important pour nous de vous proposer des véhicules à des prix en adéquation avec leur état, leur provenance, mais aussi avec le coût que représente (si besoin) leur rénovation ou leur restauration. C'est la raison pour laquelle nous sommes en mesure de vous présenter des professionnels reconnus, qui par leur savoir-faire, et la qualité de leurs interventions, sauront vous satisfaire pleinement. Notre premier moteur étant la passion, nous avons à coeur de vous fournir des conseils éclairés sur vos envies, vos besoins et vos rêves qui vous sont les plus chers (sans jamais oublier de vous sensibiliser sur les contraintes que représente la propriété d'une ancienne) : Vous aider à accomplir votre désir de devenir l'heureux détenteur de votre véhicule de prédilection, en minimisant les soucis..."
Nache Automobiles,02 43 27 31 51,8-10 Z.A Pré du Doué 2, 72650 AIGNÉ, France,http://www.nache-automobiles.com,"Nache Automobiles est une société de vente automobile spécialisée dans les véhicules de sport et de collection. 

Vous souhaitez concrétiser un projet d’achat ou de vente, vous recherchez un véhicule spécifique, Antoine et Enzo mettront leur professionnalisme à votre service."
Nantes Automobiles,02 40 68 02 88,10 Impasse de Belgique, 44300 Nantes, France,http://www.nantes-automobiles.com,Spécialiste de la voiture d'occasion et de collection toutes marques nous sommes à votre service. Contactez-nous !
Nantes Prestige Autos,02 40 50 64 08,3 Bis rue de la Baudinière, 44470 Thouaré-sur-Loire, France,http://www.nantes-prestige-autos.com,"Nantes Prestige Autos est un atelier de restauration et d'entretien de tous types de véhicules de prestige et de collection.Nous intervenons sur toutes les marques prestigieuses Allemandes telles que Porsche 911, Volkswagen Combi, Coccinelle, Karmann Ghia, BMW, Audi, Mercedes-Benz, Opel,… > lire la suite …Ainsi que sur les mythiques Américaines comme Chevrolet Corvette, Ford Mustang, Ford Cobra, Dodge, ...Tout comme sur les antiques Anglaises MG, Austin Mini, Austin Healey, Aston Martin, Jaguar, Morgan, Triumph, Lotus, Rolls-Royce…"
NC Motors,04 67 48 38 63,, 34200 SETE, France,http://www.nantes-prestige-autos.com, 06 27 91 52 87
NO ONE CORP ,06 81 99 10 55,, 75008 PARIS , France,http://www.nantes-prestige-autos.com,No One Corp est spécialisé dans la vente de voitures de collection.<br />
Normandy Classics,06.88.14.40.94,440 rue de Conillot, 50400 Granville, France,http://www.normandy-classics.com,"Garage spécialisé dans la restauration, l'entretien et la vente de véhicules anciens (Porsche, Mercedes, Citroën, Jaguar, Mustang, Alpine, ...)."
Nos Belles Françaises,06 63 87 97 53,89 avenue de Sens, 77250 Moret-sur-Loing, France,http://www.nosbellesfrancaises.fr/accueil,"Chez Nos Belles Françaises, vous trouverez des véhicules en parfait état, sélectionnés avec soin pour vous emmener loin dans le temps.Nous achetons comptant votre véhicule, étude et devis gratuit.Dépôt-vente : confiez-nous l'estimation, la remise en… > lire la suite état et la vente de votre véhicule."
Old Star Garage,06 85 13 95 09,72 route National 7, 45700 Solterre, France,http://www.oldstargarage.com,"Une équipe de passionnés à votre service pour bichonner votre (vos) ancienne(s) et vous permettre d’en profiter en toute saison.Spécialisés dans les voitures de collection, nous sommes à votre écoute pour entretenir votre belle, s’occuper de ses petits bobos, voire faire revivre votre princesse restée endormie trop longtemps au fond d’une… > lire la suite grange.Il n’y a pas que les voitures d’outre Atlantique qui sont les bienvenues chez Old Star Garage, les anglaises, italiennes, françaises et allemandes qui viennent s’y faire soigner peuvent en témoigner.Des voitures anciennes ? OUI , mais pour rouler avec !Notre devise chez Old Star Garage, “We keep ‘em on the road!”.* Nous les gardons sur la route!"
On American Road,+33 (0)7 88 32 77 34,336 Route de la Baronne, 06640 Saint-Jeannet, France,http://www.onamericanroad.com/fr/,"On American Road : le spécialiste du véhicule américain moderne et « vintage » sur la Côte d’AzurOn American Road vend, reprend, entretient, répare, restaure et importe - homologue votre véhicule américain, moderne ou vintage.Bénéficiant… > lire la suite de 20 ans d’expertise technique spécifiquement dans le véhicule américain, et qu’il s’agisse d’un « muscle car », d’un pick-up ou d’un SUV, On American Road est votre partenaire à vos côtés durant toutes les étapes-clés de la vie de votre véhicule.Chez On American Road, le rêve est réalité et sécurisé :RÉALITÉ : tous nos véhicules à la vente sont sur showroom, inspectables et essayables sur route ;SÉCURISÉ : nous ne sommes pas uniquement revendeurs d’automobiles, mais avant tout techniciens de la mécanique américaine, et disposons d’une équipe permanente de 5 personnes dans un atelier de 500m2 ; tous nos véhicules sont repris et fiabilisés avant mise en vente.A l’heure de l’entretien ou de la réparation, l’équipe de On American Road se positionne comme votre conseil et partenaire, vous assurant un accompagnement adapté à la situation et à vos objectifs (fiabilisation ou « upgrade »).Enfin, la passion ne vaut que si elle est partagée : On American Road est un lieu ouvert, de partage et d’échange, où viennent quotidiennement propriétaires et passionnés, dans une philosophie de club. L’assurance de vivre pleinement son rêve américain comme il se doit."
Pack Autos ,06 75 48 33 09,386 avenue saint basile, 06250 Mougins, France,http://pros.lacentrale.fr/C023795/,Vente de voitures de collection et youngtimer
Palace Garage,07 69 61 87 76,31 rue Coignet, 63003 Lyon, France,http://www.palace-garage.com,"L’histoire d’un parking devenu palaceLieu de vente, de gardiennage et de services pour amateurs d’automobiles de prestige, Palace Garage se situe au sein d’un bâtiment pensé et dessiné par l’illustre architecte lyonnais Tony Garnier.A l’origine,… > lire la suite un parking à destination des médecins de l’hôpital Edouard Herriot et du personnel de l’usine Marius Berliet cet endroit est ensuite devenu tour à tour garage puis carrosserie et enfin Palace Garage."
Palais de l'automobile,05 45 63 55 44,3 avenue de Verdun, 16110 La Rochefoucauld, France,http://www.palais-automobile.com,"VENTE - ACHAT - DEPOT.   SUR RENDEZ-VOUS !!!!Situé depuis 1946 à La Rochefoucauld en Charente, le Palais de l’Automobile et son atelier de restauration demeure un garage humain et familial. Il demeure aussi un garage où l’on aime les voitures un peu spéciales, qu’elles soient sportives, populaires, classiques, extravagantes, rétros, à toutes épreuves,… > lire la suite dans le vent ou oubliées. Nous vous accueillerons tel que nous sommes pour vous proposer à la vente des véhicules couvrant près d’un siècle d’histoire automobile."
Paris Motors Legend,(+33) 6 43 39 99 26,, 75007 PARIS, France,http://www.parismotorslegend.com,"- Entretien Général : Révision, entretien et réparation mécanique de votre ancienne.<br />- Travaux  De Carrosserie : Un accrochage ? Une bosse ? Une pièce cassée ? Paris Motors Legend se chargera des réparations<br />- Travaux de Restauration : Restauration complète ou partiel. Service exclusivement réservé aux véhicules vendus par Paris Motors Legend.<br />- Préparation Esthétique : Nettoyage intérieur / extérieur, Rénovation habitacle, Polissage / Lustrage, Traitement céramique<br />- Préparation du moteur et sa… > lire la suite périphérie<br />- Expertise : Faîtes examiner votre véhicule par un expert digne de se nom.<br />- Conseils : Nous pouvons vous conseiller, vous guider dans votre projet, même vous accompagner voir et examiner un véhicule que vous avez en vue."
Parisians Cars,06 60 08 95 67,19 avenue de l\'Opéra, 75001 Paris, France,http://parisians-cars.com,Parisians Cars est l’association de deux passionnés d’automobile en 2020. Mettant à votre service leur connaissance du secteur automobile de prestige pour vous dénicher la perle rare ou vendre votre auto.Nous garantissons transparence et honnêteté sur l’état des véhicules que nous recevons à l’égard de l’acheteur et du vendeur.
Passion Automobile,06 61 71 79 38,11 chemin Furgai, 44500 La Baule, France,http://www.passion-automobiles.fr,"Collectionneur, pilote et passionné d'automobiles, depuis 2010, je vous conseille dans l'achat, la recherche et la vente de votre véhicule.Spécialiste Porsche indépendant, je vous propose à la vente des autos de qualité, inspectées et garanties.Mes… > lire la suite connaissances du marché automobile vous aident à faire le bon choix.Comme dans chaque placement financier, l’investissement dans l’automobile est risqué s’il n’est pas maitrisé. Le bon achat permet d’abord, de rouler en toute sérénité, mais également de compter sur une valeur réelle en cas de revente.De nombreux éléments rentrent en compte dans le choix du véhicule et l’usage dont vous allez en faire, je vous apporte toute mon expérience pour vous guider dans ce choix.Mes équipements permettent d’inspecter et d’effectuer les entretiens des véhicules.L’automobile de collection ancienne ou moderne est une passion, contactez moi, nous déterminerons ensemblele véhicule adapté à vos besoins.La partie atelier mécanique me permet la maintenance de nos autos de course ainsi que l’inspection, les révisions et la préparation des véhicules destinés à la vente.Au plaisir de vous faire découvrir ce lieu atypique, bienvenue chez Passion automobile."
Passion Voitures,+33 (0)4 73 28 96 22,ZA La Novialle Gergovie, 3 bis allée de l\'étang, 63670 La Roche Blanche,http://www.passionvoitures.com,"Passion Voitures est né en 2001 de notre amour pour ces véhicules qui sortent de l'ordinaire : américaines, Jeep, véhicules de collection, sportives... Parce que depuis toujours nous pensons que rouler différent est une qualité, et que l'automobile n'est pas juste un moyen de se rendre d'un point A à un point B. Non, l'automobile fait partie des plus formidables inventions modernes, elle offre à tout un chacun des possibilités infinies de loisir, de plaisir… > lire la suite et de liberté. Et c'est sans doute pour ça que nous avons un fort penchant pour l'automobile U.S. qui à toujours représenté ces valeurs fortes ! Les américains aiment l'automobile, et certains en ont même fait une quasi religion ! Alors à notre échelle, du centre de l'Auvergne, nous faisons depuis toujours notre possible pour rendre cette passion accessible à nos clients.Depuis 2004, nous vous accueillons dans nos locaux de Gergovie, au Sud de Clermont Ferrand, ou vous pouvez venir découvrir une séléction permanente de véhicules à la vente. Toutes nos voitures sont rigoureusement sélectionnées, importées, préparées et révisées dans nos ateliers, et visibles sur place. Vous pouvez ainsi venir inspecter vous même votre futur véhicule. Notre expérience et nos compétences vous permettront d'avoir accès à des véhicules de qualité, vérifiés, et qui vous seront vendus clés en main, sans que vous n'ayez à vous occuper d'autre chose que de vous mettre derrière le volant !Quel que soit votre rêve, nous serons à vos côtés pour vous aider à le réaliser. Nos années dans ce milieu nous ont permis de créer nombre de contacts, que ce soit en France ou aux USA. Il n'y a rien de plus difficile que d'acheter un véhicule hors normes. Le rêve peut vitre tourner au cauchemar, que ce soit pour des raisons d'état, de problème imprévu, d'entretien... Nous seront donc là avant, pendant mais surtout après l'achat afin que tout se passe bien. Depuis 2018, nous avons créé une structure spécifique dédiée à l'importation et la vente de voitures classiques en provenance des USA : California Classic Motors. Elle vient ainsi compléter de manière efficace Passion Voitures !Un atelier de près de 400 m² est dédié à l'entretien, la réparation et même la restauration ou la préparation des véhicules que nous vendons. Car acheter un véhicule américain ne suffit pas, il faut également pouvoir le maintenir en parfaite condition. Nous importons nos pièces détachées directement des USA deux fois par mois, auprès de fournisseurs sélectionnés avec qui nous travaillons depuis longtemps, et avons un service express pour les pannes urgentes. D'une simple révision à une réfection moteur complète, là encore notre expérience et notre connaissance de ces voitures très spécifiques sont un gage de qualité pour que vous puissiez profiter sereinement de votre acquisition."
Patrimoine Auto,06 72 80 59 67 ,859 route du trieux, 24360 CHAMPNIERS ET REILHAC, France,http://www.patrimoineauto.com,"PATRIMOINIE AUTO a été créé pour aider les particuliers, les collections familiales et les gestionnaires de biens. Nous proposons de nous occuper des différentes étapes pour l’acquisition l’utilisation ou la vente d’une voiture ancienne :- Fiche de présentation de votre automobile accompagnée d’un reportage photos et d’une vidéo… > lire la suite professionnelle.- Recherche de véhicule- Communication sur la mise en vente de votre voiture- Mise en relation des collectionneurs, en facilitant vos transactions.- Organisation du transport- Stockage- Rénovation avec des partenaires de confiance (mécanicien, carrossier, sellier…)- Conseils pour mise en route et utilisation sur route ou piste"
Paul's Classic Cars,02 33 45 58 24,26 rue de l’Europe, 50710 Créances, France,http://www.pauls-classic-cars.fr/,"Achat/vente, importation, restauration, entretien, carrosserie peinture, sellerie..."
Paul-Lux-Auto,07 55 35 69 11,1000 rue Charles de gaulle , 77100 Mareuil les Meaux, France,http://www.paulluxauto.com,Service de recherche :Vous n'avez pas le temps de chercher mais vous savez exactement au volant de quelle voiture vous voulez rouler ? Nous cherchons pour vous dans toute l'Europe Spécialiste et Passionné de la… > lire la suite Porsche 356 :Dites nous les sensations que vous recherchez et nous pourrons aussi vous conseiller sur le véhicule le plus adapté à vos attentes
Pessac Automobiles,05 57 02 19 19,400 ROUTE DE TOULOUSE 33130 BEGLES, 33130 Begles, France,http://www.pessacauto.com,"PESSAC AUTOMOBILES, équipe passionnée avant tout, saura aussi satisfaire les amoureux de belles automobiles. Nous vous proposons toute une gamme de VEHICULES DE COLLECTION vintage ou classic ! Ford Mustang, Triumph TR4, Chevrolet Corvette, Jaguar Type-E, Cyclecars et autres... avec la possibilité pour vous de la faire entretenir dans notre ATELIER.Vous êtes à la recherche… > lire la suite d'un véhicule ?Nous pouvons peut-être trouver la voiture qui vous correspond, contactez en nous décrivant votre recherche automobile "
